2024-06-28 18:06:57.958044|INFO    |ServerLibPriv |   |TeamSpeak 3 Server 3.13.7 (2022-06-20 12:21:53)
2024-06-28 18:06:57.963040|INFO    |ServerLibPriv |   |SystemInformation: Windows 10 (19045) x64 (AMD or Intel) Binary: 64bit
2024-06-28 18:06:57.963040|INFO    |ServerLibPriv |   |Using hardware aes
2024-06-28 18:06:58.025042|INFO    |DatabaseQuery |   |dbPlugin name:    SQLite3 plugin, Version 3, (c)TeamSpeak Systems GmbH
2024-06-28 18:06:58.025042|INFO    |DatabaseQuery |   |dbPlugin version: 3.11.1
2024-06-28 18:06:58.027044|INFO    |DatabaseQuery |   |checking database integrity (may take a while)
2024-06-28 18:06:58.212043|WARNING |Accounting    |   |Unable to open licensekey.dat, falling back to limited functionality
2024-06-28 18:06:58.234043|INFO    |Accounting    |   |Licensing Information
2024-06-28 18:06:58.234043|INFO    |Accounting    |   |licensed to       : Anonymous
2024-06-28 18:06:58.234043|INFO    |Accounting    |   |type              : No License
2024-06-28 18:06:58.234043|INFO    |Accounting    |   |starting date     : Tue Feb  1 00:00:00 2022
2024-06-28 18:06:58.234043|INFO    |Accounting    |   |ending date       : Thu Jul  1 00:00:00 2027
2024-06-28 18:06:58.236044|INFO    |Accounting    |   |max virtualservers: 1
2024-06-28 18:06:58.236044|INFO    |Accounting    |   |max slots         : 32
2024-06-28 18:07:00.172103|INFO    |              |   |Puzzle precompute time: 1896
2024-06-28 18:07:00.196103|INFO    |FileManager   |   |listening on 0.0.0.0:30033, [::]:30033
2024-06-28 18:07:00.287104|INFO    |Query         |   |Using a query thread pool size of 2
2024-06-28 18:07:00.515104|INFO    |Query         |   |listening for query on 0.0.0.0:10011, [::]:10011
2024-06-28 18:07:00.528106|INFO    |Query         |   |listening for ssh query on 0.0.0.0:10022, [::]:10022
2024-06-28 18:07:00.528106|INFO    |Query         |   |listening for http query on 0.0.0.0:10080, [::]:10080
2024-06-28 18:07:00.543105|INFO    |CIDRManager   |   |updated query_ip_allowlist ips: 127.0.0.1/32, ::1/128, 
2024-06-28 18:17:00.456598|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2024-06-28 18:17:02.100767|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2024-06-28 18:17:04.078676|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2024-06-28 18:27:00.479264|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2024-06-28 18:27:02.050187|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2024-06-28 18:27:04.042655|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2024-06-28 18:37:00.451551|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2024-06-28 18:37:02.106591|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2024-06-28 18:37:04.100694|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2024-06-28 18:47:00.504900|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2024-06-28 18:47:02.049559|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2024-06-28 18:47:04.029206|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2024-06-28 18:57:00.476755|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2024-06-28 18:57:02.038438|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2024-06-28 18:57:04.029453|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2024-06-28 19:07:00.530615|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2024-06-28 19:07:02.088483|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2024-06-28 19:07:04.074162|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2024-06-28 19:17:00.575110|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2024-06-28 19:17:02.130195|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2024-06-28 19:17:04.132185|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2024-06-28 19:27:00.671964|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2024-06-28 19:27:02.108192|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2024-06-28 19:27:04.101043|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2024-06-28 19:37:00.676248|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2024-06-28 19:37:02.123312|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2024-06-28 19:37:04.101055|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2024-06-28 19:47:00.684307|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2024-06-28 19:47:02.150531|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2024-06-28 19:47:04.136444|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2024-06-28 19:57:00.766914|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2024-06-28 19:57:02.099558|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2024-06-28 19:57:04.106760|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2024-06-28 20:07:00.773461|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2024-06-28 20:07:02.102457|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
2024-06-28 20:07:04.096412|ERROR   |              |   |TS3ANetwork::Recv failed error: 10054
